AREA,INT_SQFT,N_BEDROOM,N_BATHROOM,N_ROOM,SALE_COND,PARK_FACIL,UTILITY_AVAIL,STREET,MZZONE,SALES_PRICE,BUILD_YEAR,SALE_YEAR,BUILDTYPE_Commercial,BUILDTYPE_House,BUILDTYPE_Others
1,7.417580402414544,1.0,1.0,4,1,1,3,0,3,12639580,1969,2013,0,1,0
4,7.237778191923443,2.0,2.0,4,5,1,3,2,1,6642000,1983,2009,0,1,0
1,7.493873886783559,1.0,1.0,4,5,1,3,0,4,13049510,1970,2013,0,1,0
5,7.322510433997394,1.0,1.0,4,0,0,0,1,4,16835310,1986,2014,1,0,0
0,6.666956792429207,1.0,1.0,2,2,1,0,0,5,10371250,1998,2008,0,0,1
6,7.596392304064196,3.0,2.0,5,2,1,1,1,0,13805110,1973,2011,1,0,0
6,7.503289630675082,3.0,2.0,5,0,0,0,0,0,13975040,2005,2012,1,0,0
4,6.222576268071369,1.0,1.0,2,2,0,2,0,0,3454000,1982,2010,0,0,1
0,7.102499355774649,2.0,2.0,4,0,1,3,0,5,16693265,2000,2011,1,0,0
5,7.56734567601324,2.0,1.0,5,0,0,3,0,5,14154820,1985,2011,0,1,0
3,7.43307534889858,2.0,1.0,4,3,1,2,2,4,14691200,1981,2011,1,0,0
2,7.165493475060845,2.0,1.0,4,2,1,2,2,5,15704500,1999,2013,1,0,0
3,7.7266536648476425,4.0,2.0,6,5,0,2,0,3,11645200,1997,2009,0,0,1
4,6.421622267806518,1.0,1.0,2,2,0,0,2,4,7284250,1993,2012,1,0,0
4,7.402451520818244,2.0,2.0,4,0,1,0,0,3,10169750,1993,2010,0,0,1
2,6.723832440821209,1.0,1.0,3,3,0,1,0,5,9252340,2002,2012,0,0,1
1,7.5595594960077,2.0,1.0,5,2,0,1,1,5,12308240,1970,2007,0,1,0
6,7.488852955733459,2.0,1.0,4,2,0,1,0,2,9689440,1989,2006,0,0,1
5,7.422971251049421,1.0,1.0,4,3,1,1,0,3,13280420,1967,2007,0,0,1
2,6.583409222158765,1.0,1.0,2,3,0,2,2,5,7603010,1969,2007,0,0,1
0,6.897704943128636,1.0,1.0,3,1,0,2,0,0,10631860,1983,2007,1,0,0
3,7.704811922932594,3.0,2.0,5,0,0,2,0,4,17449820,1987,2008,1,0,0
0,7.062191632286556,1.0,1.0,3,0,0,0,2,2,7904525,1973,2008,0,1,0
5,7.356279876550748,1.0,1.0,4,0,0,2,1,4,17187060,1983,2011,1,0,0
2,6.959398512133975,1.0,1.0,3,2,1,2,1,5,10137210,2010,2014,0,0,1
6,7.484930283289661,2.0,1.0,4,0,0,0,0,1,13206150,1949,2004,1,0,0
3,7.8119734296220225,4.0,2.0,6,1,0,3,0,3,12792980,1979,2008,0,0,1
6,7.385230923066573,2.0,1.0,4,3,0,1,0,1,8690980,1997,2011,0,0,1
3,7.257002707092073,2.0,1.0,4,2,1,3,2,3,8878740,1993,2010,0,1,0
2,6.939253946041508,1.0,1.0,3,0,1,0,0,4,9629850,1979,2010,0,1,0
4,7.265429723253953,2.0,2.0,4,2,1,0,2,5,12919750,1978,2011,1,0,0
2,6.699500340161678,1.0,1.0,3,5,1,1,0,5,12347950,2002,2011,1,0,0
4,6.3473892096560105,1.0,1.0,2,1,1,0,2,0,4627500,1995,2011,0,1,0
6,7.443663683115591,2.0,1.0,4,2,1,0,2,1,13822920,1982,2008,1,0,0
2,7.028201432058005,1.0,1.0,3,2,0,0,1,4,12072650,1977,2012,1,0,0
3,7.456454555176209,2.0,1.0,4,1,0,0,0,4,11270960,2003,2010,0,0,1
6,7.3901814282264295,2.0,1.0,4,5,1,0,1,3,13957610,1997,2010,1,0,0
6,7.365812837209472,2.0,1.0,4,2,1,0,1,2,13356200,2000,2010,1,0,0
1,7.421775793644647,1.0,1.0,4,0,1,3,2,5,14477850,1997,2014,0,0,1
2,7.143617602704121,2.0,1.0,4,5,1,1,2,3,9077550,1985,2014,0,1,0
2,7.168579897264035,2.0,1.0,4,3,1,2,0,5,11998010,1989,2014,0,0,1
5,7.5766097669730375,2.0,1.0,5,2,1,1,2,5,13942350,1962,2007,0,1,0
3,7.777373602657861,4.0,2.0,6,5,1,2,2,4,12941380,1988,2011,0,0,1
2,6.964135612418245,1.0,1.0,3,2,1,3,2,3,8598500,1985,2007,0,1,0
0,6.894670039433482,1.0,1.0,3,1,1,1,2,3,9200725,1994,2009,0,1,0
4,7.135687347028144,1.0,1.0,3,3,0,2,1,3,9393000,1999,2011,1,0,0
3,7.508787170634276,3.0,2.0,5,0,0,3,2,4,15122540,2004,2011,1,0,0
6,7.468513271496337,2.0,1.0,4,2,0,0,1,2,8535580,1987,2011,0,0,1
0,6.679599185844383,1.0,1.0,2,1,1,1,1,1,9737150,1999,2009,1,0,0
2,6.93828448401696,1.0,1.0,3,1,0,1,2,5,9241670,1972,2012,0,0,1
2,7.01571242048723,1.0,1.0,3,2,1,2,2,4,9688300,2006,2012,0,1,0
1,7.356918242356021,1.0,1.0,4,1,0,2,1,4,11630020,1965,2008,0,0,1
0,7.156176637480615,2.0,2.0,4,0,1,1,0,0,9301605,1980,2007,0,0,1
2,6.863803391452954,1.0,1.0,3,2,1,3,1,3,8292190,1991,2013,0,0,1
5,7.31986492980897,1.0,1.0,4,5,0,0,2,3,16300260,1980,2013,1,0,0
4,6.912742820493176,1.0,1.0,3,5,1,3,2,3,7525375,2001,2009,0,0,1
6,7.508787170634276,3.0,2.0,5,3,0,0,1,0,6911070,1973,2004,0,1,0
2,6.729824070489475,1.0,1.0,3,3,1,3,1,3,10563700,1988,2006,1,0,0
0,7.005789019253503,1.0,1.0,3,2,0,2,2,2,7693965,1999,2010,0,1,0
4,7.234177179749849,2.0,2.0,4,2,0,2,2,4,8418500,2005,2010,0,0,1
6,7.370230641807081,2.0,1.0,4,2,1,0,1,0,11516250,1961,2006,1,0,0
2,6.674561391814426,1.0,1.0,2,2,0,3,2,5,10567050,1979,2014,1,0,0
2,7.123672785204607,2.0,1.0,4,5,1,2,1,4,8939050,1973,2008,0,1,0
3,7.359467638255621,2.0,1.0,4,1,1,2,2,5,11648840,1998,2009,0,0,1
2,6.646390514847729,1.0,1.0,2,5,0,2,1,4,8883750,1977,2010,1,0,0
1,7.442492722794441,1.0,1.0,4,0,0,3,1,3,17363590,1970,2012,1,0,0
5,7.517520850603031,2.0,1.0,5,3,1,3,0,5,14477820,1972,2013,0,1,0
4,6.879355804460439,1.0,1.0,3,3,0,1,0,3,6399750,1967,2009,0,0,1
0,6.907755278982137,1.0,1.0,3,0,0,1,1,4,8348770,1992,2010,0,0,1
5,7.543273346705446,2.0,1.0,5,2,1,2,0,4,13764960,1969,2007,0,1,0
4,6.322565239927284,1.0,1.0,2,5,1,0,1,0,3210125,1973,2010,0,0,1
2,7.07326971745971,1.0,1.0,3,5,0,2,0,3,8889850,1980,2007,0,0,1
2,7.105786129481271,2.0,1.0,4,5,1,1,1,4,9951030,2004,2008,0,0,1
4,6.849066282633458,1.0,1.0,3,3,1,0,2,2,8776500,1983,2009,1,0,0
2,7.0326242610280065,1.0,1.0,3,2,1,2,0,3,9468000,1995,2011,0,1,0
0,7.050122520269059,1.0,1.0,3,1,1,2,0,0,8350260,1988,2012,0,1,0
6,7.388946097618437,2.0,1.0,4,1,1,0,0,5,16354300,1975,2005,1,0,0
4,7.1276936993473985,1.0,1.0,3,2,1,2,1,0,7957500,1974,2012,1,0,0
3,7.77863014732581,4.0,2.0,6,2,0,2,2,5,18402940,1982,2009,1,0,0
3,7.708410667257367,4.0,2.0,6,3,0,2,2,5,11820720,2002,2008,0,1,0
1,7.52456122628536,2.0,1.0,5,0,1,2,0,4,13761350,1983,2013,0,1,0
2,6.8308742346461795,1.0,1.0,3,5,0,1,0,5,11939850,1986,2013,1,0,0
5,7.324489979348532,1.0,1.0,4,1,0,2,1,4,11712660,1986,2011,0,0,1
3,7.450660796211539,2.0,1.0,4,1,0,0,2,3,9225240,1987,2009,0,1,0
4,7.115582126184454,1.0,1.0,3,3,0,0,0,0,5711000,1993,2011,0,1,0
4,6.993932975223189,1.0,1.0,3,1,1,0,1,0,4876500,1961,2010,0,1,0
6,7.371489295214277,2.0,1.0,4,0,1,3,1,3,13925230,1998,2007,1,0,0
4,7.210079628170788,2.0,2.0,4,0,1,1,2,2,7507375,1977,2011,0,0,1
1,7.383989457978509,1.0,1.0,4,0,1,1,0,4,13545830,1978,2007,0,0,1
5,7.5406215286571525,2.0,1.0,5,3,1,3,2,4,14866620,1981,2010,0,0,1
2,6.9363427358340495,1.0,1.0,3,3,1,1,0,4,13376150,1979,2008,1,0,0
2,7.158513997329321,2.0,1.0,4,1,1,0,0,5,11819950,1977,2006,0,1,0
0,7.098375638590786,2.0,2.0,4,0,1,3,1,1,12495925,1975,2010,1,0,0
4,6.651571873589727,1.0,1.0,2,1,0,3,0,0,4182250,1971,2010,0,1,0
2,6.84587987526405,1.0,1.0,3,0,0,1,0,4,9064800,2008,2012,0,0,1
6,7.545918151209323,3.0,2.0,5,2,1,3,2,1,9995770,1975,2006,0,0,1
2,6.75343791859778,1.0,1.0,3,1,0,1,0,3,7377300,1976,2006,0,1,0
5,7.354362330421477,1.0,1.0,4,0,0,2,1,3,11277710,2002,2008,0,0,1
6,7.3987862754199485,2.0,1.0,4,0,0,0,2,3,9643920,1992,2008,0,0,1
3,7.301822342137932,2.0,1.0,4,3,0,3,2,4,8756780,1989,2008,0,1,0
5,7.550661243105336,2.0,1.0,5,5,1,0,0,3,21789460,1994,2007,1,0,0
5,7.401231264413015,1.0,1.0,4,1,1,0,0,3,13906030,1977,2014,0,0,1
1,7.537430036586509,2.0,1.0,5,5,1,0,0,4,21810920,1981,2007,1,0,0
2,6.621405651764134,1.0,1.0,2,0,1,1,1,5,8484620,1992,2009,0,0,1
3,7.5352967024440884,3.0,2.0,5,0,0,2,0,4,15494260,1985,2008,1,0,0
2,6.928537818164665,1.0,1.0,3,1,1,0,1,3,8387750,1982,2007,0,1,0
4,7.277938572945661,2.0,2.0,4,2,1,2,0,5,13435000,1987,2011,1,0,0
4,6.579251212010101,1.0,1.0,2,3,0,2,0,4,6352250,1971,2010,0,0,1
1,7.322510433997394,1.0,1.0,4,2,0,0,0,4,12279230,1983,2011,0,0,1
3,7.760893195851024,4.0,2.0,6,5,0,2,0,5,12885880,1983,2010,0,0,1
3,7.504391559161238,3.0,2.0,5,5,1,2,2,5,10764320,1984,2010,0,1,0
6,7.387090235656757,2.0,1.0,4,3,1,2,2,0,8092310,1970,2008,0,0,1
6,7.57095858316901,3.0,2.0,5,0,0,0,0,3,11014650,1981,2006,0,0,1
3,7.708410667257367,4.0,2.0,6,3,1,0,2,4,12334760,2001,2009,0,1,0
2,7.020190708311925,1.0,1.0,3,5,1,1,1,5,13267150,1986,2015,1,0,0
2,6.785587645007929,1.0,1.0,3,0,0,1,2,5,8414700,1975,2010,0,0,1
4,7.256297239690681,2.0,2.0,4,1,1,3,2,4,12304750,1973,2010,1,0,0
0,7.15305163493748,2.0,2.0,4,5,1,2,1,4,9448455,1971,2008,0,1,0
2,6.956545443151569,1.0,1.0,3,1,1,3,0,5,11284700,1991,2011,0,0,1
5,7.441906728051625,1.0,1.0,4,3,1,3,2,3,13094870,1969,2011,0,0,1
4,6.651571873589727,1.0,1.0,2,2,0,3,0,1,6353750,1969,2010,1,0,0
1,7.467942332285852,1.0,1.0,4,2,1,1,2,5,13331980,1994,2013,0,1,0
4,6.591673732008658,1.0,1.0,2,1,1,2,0,2,6678875,1986,2010,0,0,1
2,7.040536390215956,1.0,1.0,3,5,1,0,2,5,10065600,1982,2010,0,1,0
6,7.419380582918692,2.0,1.0,4,0,1,2,2,3,9150510,1964,2007,0,1,0
2,6.75343791859778,1.0,1.0,3,2,0,0,0,5,12232800,2005,2013,1,0,0
6,7.480992162869525,2.0,1.0,4,2,0,1,0,2,14103230,1985,2004,1,0,0
2,6.799055862058796,1.0,1.0,3,0,1,1,0,3,8957390,1988,2010,0,0,1
5,7.516433302915632,2.0,1.0,5,2,0,3,2,4,20241530,1995,2009,1,0,0
0,6.907755278982137,1.0,1.0,3,2,1,1,0,0,8080925,1992,2007,0,0,1
4,7.097548850614793,1.0,1.0,3,5,0,0,1,4,6567375,1969,2011,0,0,1
2,6.754604099487962,1.0,1.0,3,5,1,3,1,3,10335050,1989,2008,1,0,0
0,6.642486801367256,1.0,1.0,2,3,1,0,1,5,9045605,2003,2010,0,1,0
5,7.392647520721623,1.0,1.0,4,2,1,0,2,4,13234330,1970,2013,0,0,1
4,6.361302477572996,1.0,1.0,2,3,0,0,0,2,5032625,1975,2011,0,0,1
0,6.78105762593618,1.0,1.0,3,2,1,0,1,5,12724510,1997,2011,1,0,0
2,6.582025138892826,1.0,1.0,2,2,1,1,2,3,6888450,1981,2008,0,1,0
6,7.515889085215125,3.0,2.0,5,3,0,3,2,5,11411760,1991,2009,0,0,1
2,7.16703787691222,2.0,1.0,4,2,0,0,2,4,9965620,1978,2012,0,0,1
4,7.392647520721623,2.0,2.0,4,3,0,3,2,3,7651250,1980,2011,0,1,0
1,7.396335293800808,1.0,1.0,4,0,1,1,0,3,12938720,1967,2008,0,0,1
2,7.136483208590247,2.0,1.0,4,1,0,2,0,3,9946290,1986,2010,0,0,1
2,7.0587581525186645,1.0,1.0,3,1,0,0,1,3,12123250,1978,2013,1,0,0
6,7.409741954080923,2.0,1.0,4,5,1,2,1,1,12039380,1964,2008,1,0,0
6,7.356279876550748,2.0,1.0,4,0,0,1,0,0,6776450,1981,2011,0,1,0
6,7.419979923661835,2.0,1.0,4,3,0,2,2,0,7193030,1958,2007,0,0,1
4,6.9167150203536085,1.0,1.0,3,3,1,2,0,0,5272250,1962,2011,0,1,0
0,6.620073206530356,1.0,1.0,2,0,0,1,2,2,6252365,1980,2011,0,0,1
3,7.67275789664251,3.0,2.0,5,1,0,3,2,5,11840340,2001,2008,0,1,0
6,7.505492274737424,3.0,2.0,5,0,1,2,0,0,9890560,1986,2009,0,0,1
3,7.392031567514591,2.0,1.0,4,2,0,0,2,5,14485900,2005,2010,1,0,0
1,7.379008127628304,1.0,1.0,4,3,1,1,0,4,12359320,1974,2010,0,1,0
2,7.04141166379481,1.0,1.0,3,2,0,0,2,3,12716150,2004,2013,1,0,0
0,6.762729506931879,1.0,1.0,3,5,0,3,2,0,4982055,1974,2011,0,1,0
1,7.539027055823995,2.0,1.0,5,3,0,2,2,4,20562600,1988,2008,1,0,0
2,6.580639137284949,1.0,1.0,2,1,0,0,0,5,8732470,1981,2007,0,0,1
5,7.31986492980897,1.0,1.0,4,0,0,1,1,3,10754410,1994,2012,0,0,1
0,6.932447891572509,1.0,1.0,3,3,1,0,2,3,13168605,1982,2009,1,0,0
4,6.635946555686647,1.0,1.0,2,3,1,3,0,5,7675750,1961,2010,0,1,0
5,7.3833681469923835,1.0,1.0,4,3,0,1,2,4,17720900,1968,2013,1,0,0
2,6.767343125265392,1.0,1.0,3,2,1,1,2,5,12454750,1999,2008,1,0,0
0,7.011213987350367,1.0,1.0,3,0,1,1,0,1,12735905,1980,2007,1,0,0
0,6.833031732786201,1.0,1.0,3,5,0,0,0,1,6997335,1999,2008,0,1,0
6,7.465655310134056,2.0,1.0,4,5,1,3,0,1,9983410,1998,2011,0,0,1
5,7.330405211844402,1.0,1.0,4,2,0,1,0,5,18546530,2002,2011,1,0,0
5,7.561121589530238,2.0,1.0,5,3,1,0,2,3,13211540,1966,2008,0,1,0
3,7.2196420401307355,2.0,1.0,4,1,0,0,0,5,9808360,1980,2008,0,1,0
4,6.594413459749778,1.0,1.0,2,0,0,1,2,0,3102500,1979,2010,0,1,0
5,7.542213463193403,2.0,1.0,5,2,0,3,0,3,12040960,1964,2007,0,1,0
6,7.469654172932128,2.0,1.0,4,0,1,2,0,5,11963590,1969,2011,0,0,1
0,7.119635638017636,2.0,2.0,4,1,0,0,0,1,13478895,1975,2008,1,0,0
2,7.1631723908466425,2.0,1.0,4,2,1,3,0,4,10499650,1982,2013,0,1,0
1,7.463936604468925,1.0,1.0,4,3,0,3,1,5,11667270,1966,2007,0,1,0
0,6.838405200847344,1.0,1.0,3,0,0,2,2,5,9022165,1996,2007,0,1,0
2,6.616065185132817,1.0,1.0,2,2,0,2,1,4,6206700,1987,2009,0,1,0
6,7.3613754289773485,2.0,1.0,4,2,1,2,2,2,8287180,1964,2008,0,1,0
2,7.162397497355718,2.0,1.0,4,5,0,1,2,3,13442250,2002,2013,1,0,0
6,7.3613754289773485,2.0,1.0,4,2,0,0,1,5,13113330,1957,2011,1,0,0
4,6.837332814685591,1.0,1.0,3,0,1,3,2,5,10095000,1975,2011,1,0,0
4,6.953684210870537,1.0,1.0,3,1,0,2,2,2,8597500,1997,2011,1,0,0
1,7.579167967396076,2.0,1.0,5,2,0,1,2,3,13371220,1989,2007,0,0,1
4,7.32052696227274,2.0,2.0,4,5,1,0,0,4,9268750,1970,2009,0,1,0
3,7.473637108496206,2.0,1.0,4,5,1,0,2,3,14397160,1982,2010,1,0,0
3,7.734996194022781,4.0,2.0,6,1,0,3,2,5,12339780,2003,2012,0,1,0
6,7.466799475018602,2.0,1.0,4,3,0,2,2,4,10236960,1989,2007,0,0,1
4,7.346010209913293,2.0,2.0,4,1,1,2,2,3,8566750,1974,2011,0,1,0
5,7.476472381163905,1.0,1.0,4,5,0,3,2,3,18658980,1983,2007,1,0,0
1,7.3395376954076745,1.0,1.0,4,3,1,0,0,3,13186470,1991,2007,0,0,1
6,7.535830462798367,3.0,2.0,5,0,0,0,1,4,9292000,1974,2009,0,1,0
4,7.282073658093465,2.0,2.0,4,5,0,1,1,4,7202750,2006,2011,0,1,0
3,7.8083230503910555,4.0,2.0,6,2,0,0,2,3,11338920,2005,2011,0,1,0
6,7.331714969726466,2.0,1.0,4,1,1,2,2,2,13642920,1983,2004,1,0,0
0,6.71295620067707,1.0,1.0,3,3,0,1,0,1,7174375,2005,2010,0,0,1
3,7.236339342754344,2.0,1.0,4,5,0,2,0,5,9630040,1986,2009,0,0,1
0,6.639875833826536,1.0,1.0,2,3,0,1,0,4,8203665,1996,2007,0,1,0
0,7.126087273299125,2.0,2.0,4,5,1,1,1,1,8661320,2004,2012,0,0,1
6,7.356279876550748,2.0,1.0,4,3,1,1,0,5,11548700,1987,2012,0,0,1
1,7.338888133838879,1.0,1.0,4,3,0,3,2,4,11320960,1997,2010,0,1,0
2,7.1569563646156364,2.0,1.0,4,2,1,0,2,5,15503650,1975,2010,1,0,0
2,7.0317412587631285,1.0,1.0,3,3,1,2,1,5,13606450,1977,2012,1,0,0
2,6.854354502255021,1.0,1.0,3,1,0,2,1,5,8423350,2005,2014,0,1,0
4,6.3784261836515865,1.0,1.0,2,2,1,2,2,4,6061625,1964,2011,0,0,1
4,6.932447891572509,1.0,1.0,3,0,0,0,1,2,7688000,1995,2011,1,0,0
2,6.785587645007929,1.0,1.0,3,5,1,2,1,4,10958500,1988,2013,1,0,0
4,6.630683385642372,1.0,1.0,2,2,0,2,0,4,6237500,1981,2011,0,1,0
0,6.4967749901858625,1.0,1.0,2,1,1,3,1,0,5426740,1995,2011,0,1,0
6,7.333023014386481,2.0,1.0,4,3,1,1,1,0,6752540,1988,2010,0,1,0
6,7.5745584842024805,3.0,2.0,5,1,0,0,2,3,10765530,1968,2007,0,0,1
0,6.84587987526405,1.0,1.0,3,2,1,0,1,4,8871195,1999,2012,0,1,0
5,7.3343293503005365,1.0,1.0,4,0,0,1,2,3,10802190,2004,2011,0,1,0
6,7.546446273746024,3.0,2.0,5,5,1,0,1,1,8917740,1961,2008,0,0,1
3,7.224753405767971,2.0,1.0,4,5,0,0,0,3,8638540,1985,2009,0,0,1
6,7.331714969726466,2.0,1.0,4,5,0,0,0,2,7922150,1981,2011,0,1,0
6,7.509883061154913,3.0,2.0,5,2,0,3,0,2,9711430,1965,2004,0,0,1
4,7.0317412587631285,1.0,1.0,3,0,0,1,1,3,5330500,1971,2009,0,1,0
5,7.578145472419466,2.0,1.0,5,1,1,0,1,5,14862430,1999,2013,0,1,0
4,6.943122422819428,1.0,1.0,3,0,1,2,0,5,8901750,1994,2011,0,1,0
5,7.315883504509785,1.0,1.0,4,1,1,0,0,5,20362800,2006,2011,1,0,0
1,7.509883061154913,2.0,1.0,5,1,1,3,2,5,15779500,1994,2010,0,0,1
4,7.3833681469923835,2.0,2.0,4,2,1,0,1,2,11274750,1972,2009,1,0,0
4,6.792344427470809,1.0,1.0,3,2,1,3,2,1,7999750,1996,2009,1,0,0
4,7.417580402414544,2.0,2.0,4,5,0,2,0,1,7729125,1999,2010,0,0,1
1,7.583247524303362,2.0,1.0,5,2,1,0,1,4,14411150,1975,2010,0,0,1
2,7.053585727193677,1.0,1.0,3,1,0,0,1,3,12632900,2005,2011,1,0,0
3,7.6324011266014535,3.0,2.0,5,0,0,2,0,4,16497820,1989,2010,1,0,0
2,7.074116816197362,1.0,1.0,3,2,0,2,0,4,9847570,1990,2006,0,0,1
3,7.410347097821024,2.0,1.0,4,3,1,2,2,4,10794060,1989,2009,0,0,1
3,7.732807530422021,4.0,2.0,6,3,0,3,0,5,12171140,1982,2009,0,1,0
4,7.333676395657684,2.0,2.0,4,0,0,1,0,3,11451250,1974,2009,1,0,0
1,7.395721608602045,1.0,1.0,4,1,0,1,0,5,19939120,2005,2011,1,0,0
2,6.985641817639208,1.0,1.0,3,1,1,2,0,3,9778420,1973,2012,0,0,1
4,6.947937068614969,1.0,1.0,3,1,1,2,1,2,9045250,2002,2009,1,0,0
2,7.069023426578259,1.0,1.0,3,2,1,0,2,4,9758600,1979,2007,0,1,0
2,6.697034247666484,1.0,1.0,3,1,0,2,2,3,9879950,1981,2010,1,0,0
3,7.451241684987676,2.0,1.0,4,5,0,0,2,5,9795980,1989,2008,0,1,0
4,7.29641326877392,2.0,2.0,4,1,0,3,2,4,8296250,1990,2011,0,1,0
1,7.3277805384216315,1.0,1.0,4,2,0,0,2,4,11295000,2004,2009,0,1,0
1,7.349873704738337,1.0,1.0,4,4,0,3,1,5,10797790,1986,2013,0,1,0
2,7.1592919047975645,2.0,1.0,4,1,1,1,1,4,14962800,2000,2008,1,0,0
6,7.497207223203318,3.0,2.0,5,0,1,2,2,5,11546330,1995,2009,0,1,0
2,6.763884908562435,1.0,1.0,3,0,0,3,1,4,10173350,1982,2011,1,0,0
0,7.071573364211532,1.0,1.0,3,1,1,1,2,1,8638785,1993,2012,0,1,0
1,7.3938782901077555,1.0,1.0,4,3,0,3,2,4,12866410,1999,2008,0,0,1
1,7.370860166536716,1.0,1.0,4,3,1,2,1,4,12025410,2000,2008,0,1,0
2,7.060476365999801,1.0,1.0,3,5,0,1,1,4,7550250,1979,2014,0,1,0
0,6.42648845745769,1.0,1.0,2,3,0,1,2,3,8421940,1974,2010,1,0,0
2,7.042286171939743,1.0,1.0,3,2,0,2,0,4,9341380,1974,2012,0,0,1
0,7.0909098220799835,2.0,2.0,4,5,0,2,2,5,14203140,1971,2007,1,0,0
4,6.778784897685177,1.0,1.0,2,5,1,0,2,3,6313250,1973,2010,0,1,0
1,7.313886831633462,1.0,1.0,4,3,1,1,0,5,13627030,1975,2010,0,0,1
0,7.161622002939187,2.0,2.0,4,3,1,0,0,5,17360470,1991,2009,1,0,0
3,7.462214939768189,2.0,1.0,4,5,1,0,2,3,10458220,1999,2009,0,0,1
4,7.368339686311381,2.0,2.0,4,5,0,1,2,5,11996750,1965,2010,1,0,0
2,6.799055862058796,1.0,1.0,3,2,1,1,0,4,9162950,1999,2008,0,1,0
2,7.066466970136958,1.0,1.0,3,0,1,1,1,5,9701600,1987,2007,0,1,0
4,7.186144304522325,1.0,1.0,3,3,1,0,2,3,8527375,1991,2009,0,0,1
4,6.682108597449809,1.0,1.0,2,2,0,2,1,2,4517000,1998,2011,0,0,1
5,7.4999765409521215,2.0,1.0,5,1,0,3,1,5,20487250,1990,2010,1,0,0
2,6.839476438228843,1.0,1.0,3,0,0,2,2,3,7774580,1996,2012,0,0,1
2,6.8679744089702925,1.0,1.0,3,5,1,0,1,4,8637320,1982,2011,0,0,1
0,6.8690144506657065,1.0,1.0,3,0,0,1,2,0,6374265,1997,2008,0,0,1
3,7.48324441607385,3.0,2.0,5,2,0,0,2,4,10567300,2001,2008,0,0,1
1,7.470793774195062,1.0,1.0,4,0,1,1,2,3,12368790,1997,2009,0,1,0
4,6.930494765951626,1.0,1.0,3,5,0,3,2,0,4798625,2005,2011,0,0,1
0,6.664409020350408,1.0,1.0,2,3,0,1,1,4,6611365,1979,2010,0,1,0
3,7.3031700512368,2.0,1.0,4,2,0,0,2,3,8195220,1998,2009,0,1,0
3,7.685703061234547,3.0,2.0,5,3,1,0,0,4,13553180,1999,2011,0,0,1
3,7.643961949002529,3.0,2.0,5,2,1,3,2,5,12879720,1992,2010,0,0,1
0,7.074116816197362,1.0,1.0,3,5,1,1,1,2,8418360,1987,2011,0,0,1
3,7.176254532017144,1.0,1.0,3,5,0,0,0,5,9168580,2001,2010,0,1,0
4,6.4967749901858625,1.0,1.0,2,0,0,1,1,2,3815750,1990,2009,0,1,0
5,7.5883236773352225,2.0,1.0,5,1,1,2,1,3,13567150,2005,2010,0,1,0
2,6.618738983517219,1.0,1.0,2,3,0,1,0,3,9607900,1987,2009,1,0,0
6,7.454141078146678,2.0,1.0,4,0,1,1,0,0,8269610,1976,2009,0,1,0
3,7.67693714581808,3.0,2.0,5,0,1,2,2,5,13154100,1993,2010,0,0,1
2,7.053585727193677,1.0,1.0,3,3,0,3,0,4,9455100,2002,2012,0,1,0
5,7.513163545234075,2.0,1.0,5,1,0,2,0,5,21686920,1987,2008,1,0,0
2,7.037027614686276,1.0,1.0,3,0,1,2,0,3,13801050,1991,2006,1,0,0
2,6.646390514847729,1.0,1.0,2,0,0,0,1,3,6348750,2006,2011,0,1,0
5,7.518607216815252,2.0,1.0,5,3,0,2,0,4,13040160,1986,2009,0,1,0
5,7.540090320145325,2.0,1.0,5,2,1,1,1,3,19761890,1967,2009,1,0,0
2,6.6293632534374485,1.0,1.0,2,1,1,1,1,5,8854790,1994,2008,0,0,1
6,7.5411524551363085,3.0,2.0,5,3,1,1,2,3,9955440,1972,2009,0,1,0
3,7.455298485683291,2.0,1.0,4,0,1,3,2,3,10643500,2005,2011,0,0,1
0,6.763884908562435,1.0,1.0,3,2,1,1,2,0,6666735,1980,2009,0,0,1
4,6.823286122355687,1.0,1.0,3,0,1,0,0,4,10589000,1994,2010,1,0,0
3,7.369600720526409,2.0,1.0,4,2,0,2,2,4,8983700,2005,2010,0,1,0
2,7.156176637480615,2.0,1.0,4,0,1,3,0,3,11073340,1997,2013,0,0,1
2,6.833031732786201,1.0,1.0,3,3,0,1,2,5,8454860,1972,2010,0,0,1
2,6.8001700683022,1.0,1.0,3,3,0,1,2,3,6802150,1979,2008,0,1,0
0,6.539585955617669,1.0,1.0,2,0,1,3,1,0,7814575,1986,2011,1,0,0
5,7.586803535162581,2.0,1.0,5,5,1,1,2,3,13941590,1973,2012,0,0,1
3,7.639642287858013,3.0,2.0,5,5,0,2,2,3,10468580,2001,2011,0,0,1
3,7.303843225277705,2.0,1.0,4,5,0,2,2,4,12616820,1999,2010,1,0,0
1,7.462789157412448,1.0,1.0,4,1,1,3,2,5,20982920,1967,2008,1,0,0
5,7.568379267836522,2.0,1.0,5,0,1,2,2,4,13788080,1989,2013,0,1,0
4,7.101675971619444,1.0,1.0,3,1,0,2,1,5,9985750,1963,2012,1,0,0
4,7.136483208590247,1.0,1.0,3,0,1,1,1,3,6660000,1977,2011,0,1,0
4,6.734591659972948,1.0,1.0,2,5,1,0,1,2,5355750,1990,2009,0,1,0
3,7.720905251936779,4.0,2.0,6,3,0,0,2,3,16982280,1995,2009,1,0,0
